action,id,name,slug,image_filename,image_size,reason,new_slug
KEEP,10741,CT - Iwo Jima Survivor,ct-iwo-jima-survivor-v1,ct-iwo-jima-survivor.gif,101310,"equal size (101310 bytes) — new uses preferred "" - "" format",ct-iwo-jima-survivor
DEACTIVATE,2032,CT-Iwo Jima Survivor,ct-iwo-jima-survivor,ct-iwo-jima-survivor-plate.gif,101310,"equal size (101310 bytes) — new uses preferred "" - "" format",
KEEP,10714,CT - Keep Kids Safe,ct-keep-kids-safe-v1,ct-keep-kids-safe.gif,61775,"equal size (61775 bytes) — new uses preferred "" - "" format",ct-keep-kids-safe
DEACTIVATE,2066,CT-Keep Kids Safe,ct-keep-kids-safe,ct-keep-kids-safe-plate.gif,61775,"equal size (61775 bytes) — new uses preferred "" - "" format",
KEEP,10743,CT - Laos Veterans Of America,ct-laos-veterans-of-america-v1,ct-laos-veterans-of-america.gif,88574,"equal size (88574 bytes) — new uses preferred "" - "" format",ct-laos-veterans-of-america
DEACTIVATE,2034,CT-Laos Veterans of America ,ct-laos-veterans-of-america,ct-laos-veterans-of-america-plate.gif,88574,"equal size (88574 bytes) — new uses preferred "" - "" format",
KEEP,10715,CT - Lions Eye Research Foundation,ct-lions-eye-research-foundation-v1,ct-lions-eye-research-foundation.gif,98473,"equal size (98473 bytes) — new uses preferred "" - "" format",ct-lions-eye-research-foundation
DEACTIVATE,2067,CT-Lions Eye Research Foundation,ct-lions-eye-research-foundation,ct-lions-eye-research-foundation-plate.gif,98473,"equal size (98473 bytes) — new uses preferred "" - "" format",
KEEP,10692,CT - Long Island Sound,ct-long-island-sound-v1,ct-long-island-sound.gif,69303,"equal size (69303 bytes) — new uses preferred "" - "" format",ct-long-island-sound
DEACTIVATE,2022,CT-Long Island Sound,ct-long-island-sound,ct-long-island-sound-plate.gif,69303,"equal size (69303 bytes) — new uses preferred "" - "" format",
KEEP,10744,CT - Marine Corps League,ct-marine-corps-league-v1,ct-marine-corps-league.gif,91664,"equal size (91664 bytes) — new uses preferred "" - "" format",ct-marine-corps-league
DEACTIVATE,2035,CT-Marine Corps League,ct-marine-corps-league,ct-marine-corps-league-plate.gif,91664,"equal size (91664 bytes) — new uses preferred "" - "" format",
KEEP,10745,CT - Military Order Of The Purple Heart,ct-military-order-of-the-purple-heart-v1,ct-military-order-of-the-purple-heart.gif,98669,"equal size (98669 bytes) — new uses preferred "" - "" format",ct-military-order-of-the-purple-heart
DEACTIVATE,2036,CT-Military Order of the Purple Heart,ct-military-order-of-the-purple-heart,ct-military-order-of-the-purple-heart-plate.gif,98669,"equal size (98669 bytes) — new uses preferred "" - "" format",
KEEP,10716,CT - New England Air Museum,ct-new-england-air-museum-v1,ct-new-england-air-museum.gif,99371,"equal size (99371 bytes) — new uses preferred "" - "" format",ct-new-england-air-museum
DEACTIVATE,2081,CT-New England Air Museum,ct-new-england-air-museum,ct-new-england-air-museum-plate.gif,99371,"equal size (99371 bytes) — new uses preferred "" - "" format",
KEEP,10725,CT - Olympic Spirit,ct-olympic-spirit-v1,ct-olympic-spirit.png,103275,"equal size (103275 bytes) — new uses preferred "" - "" format",ct-olympic-spirit
DEACTIVATE,2056,CT-Olympic Spirit,ct-olympic-spirit,ct-olympic-spirit-plate.png,103275,"equal size (103275 bytes) — new uses preferred "" - "" format",
KEEP,10717,CT - Operation Lifesaver,ct-operation-lifesaver-v1,ct-operation-lifesaver.gif,97990,"equal size (97990 bytes) — new uses preferred "" - "" format",ct-operation-lifesaver
DEACTIVATE,2074,CT-Operation Lifesaver,ct-operation-lifesaver,ct-operation-lifesaver-plate.gif,97990,"equal size (97990 bytes) — new uses preferred "" - "" format",
KEEP,10748,CT - Pearl Harbor 1941 Survivors,ct-pearl-harbor-1941-survivors-v1,ct-pearl-harbor-1941-survivors.gif,99125,"equal size (99125 bytes) — new uses preferred "" - "" format",ct-pearl-harbor-1941-survivors
DEACTIVATE,2039,CT-Pearl Harbor 1941 Survivors,ct-pearl-harbor-1941-survivors,ct-pearl-harbor-1941-survivors-plate.gif,99125,"equal size (99125 bytes) — new uses preferred "" - "" format",
KEEP,10695,CT - Penn State Alumni Association,ct-penn-state-alumni-association-v1,ct-penn-state-alumni-association.gif,64896,"equal size (64896 bytes) — new uses preferred "" - "" format",ct-penn-state-alumni-association
DEACTIVATE,2044,CT-Penn State Alumni Association,ct-penn-state-alumni-association,ct-penn-state-alumni-association-plate.gif,64896,"equal size (64896 bytes) — new uses preferred "" - "" format",
KEEP,10720,CT - Police Commissioners Association Of Connecticut,ct-police-commissioners-association-of-connecticut-v1,ct-police-commissioners-association-of-connecticut.gif,67369,"equal size (67369 bytes) — new uses preferred "" - "" format",ct-police-commissioners-association-of-connecticut
DEACTIVATE,2075,CT-Police Commissioners Association of Connecticut,ct-police-commissioners-association-of-connecticut,ct-police-commissioners-association-of-connecticut-plate.gif,67369,"equal size (67369 bytes) — new uses preferred "" - "" format",
KEEP,10722,CT - Preservation Connecticut,ct-preservation-connecticut-v1,ct-preservation-connecticut.jpg,45546,"equal size (45546 bytes) — new uses preferred "" - "" format",ct-preservation-connecticut
DEACTIVATE,2023,CT-Preservation Connecticut,ct-preservation-connecticut,ct-preservation-connecticut-plate.jpg,45546,"equal size (45546 bytes) — new uses preferred "" - "" format",
KEEP,10726,CT - Red Sox Foundation,ct-red-sox-foundation-v1,ct-red-sox-foundation.png,60195,"equal size (60195 bytes) — new uses preferred "" - "" format",ct-red-sox-foundation
DEACTIVATE,2058,CT-Red Sox Foundation,ct-red-sox-foundation,ct-red-sox-foundation-plate.png,60195,"equal size (60195 bytes) — new uses preferred "" - "" format",
KEEP,10693,CT - Save Our Lakes,ct-save-our-lakes-v1,ct-save-our-lakes.jpg,55207,"equal size (55207 bytes) — new uses preferred "" - "" format",ct-save-our-lakes
DEACTIVATE,2024,CT-Save Our lakes,ct-save-our-lakes,ct-save-our-lakes-plate.jpg,55207,"equal size (55207 bytes) — new uses preferred "" - "" format",
KEEP,10749,CT - Second Company Governors Foot Guard,ct-second-company-governors-foot-guard-v1,ct-second-company-governors-foot-guard.gif,90702,"equal size (90702 bytes) — new uses preferred "" - "" format",ct-second-company-governors-foot-guard
DEACTIVATE,2040,CT-Second Company Governors Foot Guard,ct-second-company-governors-foot-guard,ct-second-company-governors-foot-guard-plate.gif,90702,"equal size (90702 bytes) — new uses preferred "" - "" format",
KEEP,10727,CT - Special Olympics,ct-special-olympics-v1,ct-special-olympics.gif,97981,"equal size (97981 bytes) — new uses preferred "" - "" format",ct-special-olympics
DEACTIVATE,2059,CT-Special Olympics,ct-special-olympics,ct-special-olympics-plate.gif,97981,"equal size (97981 bytes) — new uses preferred "" - "" format",
KEEP,10751,CT - Support Our Troops,ct-support-our-troops-v1,ct-support-our-troops.jpg,41469,"equal size (41469 bytes) — new uses preferred "" - "" format",ct-support-our-troops
DEACTIVATE,2041,CT-Support Our Troops,ct-support-our-troops,ct-support-our-troops-plate.jpg,41469,"equal size (41469 bytes) — new uses preferred "" - "" format",
KEEP,10723,CT - Town Of Stafford,ct-town-of-stafford-v1,ct-town-of-stafford.gif,95725,"equal size (95725 bytes) — new uses preferred "" - "" format",ct-town-of-stafford
DEACTIVATE,2071,CT-Town of Stafford,ct-town-of-stafford,ct-town-of-stafford-plate.gif,95725,"equal size (95725 bytes) — new uses preferred "" - "" format",
KEEP,10752,CT - United We Stand,ct-united-we-stand-v1,ct-united-we-stand.gif,90056,"equal size (90056 bytes) — new uses preferred "" - "" format",ct-united-we-stand
DEACTIVATE,2068,CT-United We Stand,ct-united-we-stand,ct-united-we-stand-plate.gif,90056,"equal size (90056 bytes) — new uses preferred "" - "" format",
KEEP,10696,CT - University Of Connecticut,ct-university-of-connecticut-v1,ct-university-of-connecticut.jpg,30926,"equal size (30926 bytes) — new uses preferred "" - "" format",ct-university-of-connecticut
DEACTIVATE,2045,CT-University of Connecticut,ct-university-of-connecticut,ct-university-of-connecticut-plate.jpg,30926,"equal size (30926 bytes) — new uses preferred "" - "" format",
KEEP,10697,CT - University Of Hartford Alumni,ct-university-of-hartford-alumni-v1,ct-university-of-hartford-alumni.jpg,44466,"equal size (44466 bytes) — new uses preferred "" - "" format",ct-university-of-hartford-alumni
DEACTIVATE,2046,CT-University of Hartford alumni,ct-university-of-hartford-alumni,ct-university-of-hartford-alumni-plate.jpg,44466,"equal size (44466 bytes) — new uses preferred "" - "" format",
KEEP,10698,CT - University Of New Haven,ct-university-of-new-haven-v1,ct-university-of-new-haven.jpg,50633,"equal size (50633 bytes) — new uses preferred "" - "" format",ct-university-of-new-haven
DEACTIVATE,2047,CT-University of New Haven,ct-university-of-new-haven,ct-university-of-new-haven-plate.jpg,50633,"equal size (50633 bytes) — new uses preferred "" - "" format",
KEEP,10699,CT - Uss Connecticut Commissioning Committee,ct-uss-connecticut-commissioning-committee-v1,ct-uss-connecticut-commissioning-committee.gif,65868,"equal size (65868 bytes) — new uses preferred "" - "" format",ct-uss-connecticut-commissioning-committee
DEACTIVATE,2060,CT-USS Connecticut Commissioning Committee,ct-uss-connecticut-commissioning-committee,ct-uss-connecticut-commissioning-committee-plate.gif,65868,"equal size (65868 bytes) — new uses preferred "" - "" format",
KEEP,10753,DC - Standard Issue 2017,dc-standard-issue-2017,dc-standard-issue-2017.png,122293,old image larger (122293 vs 110274 bytes),
DEACTIVATE,10754,DC - Standard Issue 2017,dc-standard-issue-2017-v1,dc-standard-issue-2017.jpg,110274,old image larger (122293 vs 110274 bytes),
KEEP,10756,DE - Alpha Kappa Alpha,de-alpha-kappa-alpha-v1,de-alpha-kappa-alpha.png,93274,new image larger (93274 vs 85543 bytes),de-alpha-kappa-alpha
DEACTIVATE,2085,DE-Alpha Kappa Alpha,de-alpha-kappa-alpha,de-alpha-kappa-alpha.jpg,85543,new image larger (93274 vs 85543 bytes),
KEEP,2086,DE-Alpha Phi Alpha,de-alpha-phi-alpha,de-alpha-phi-alpha.jpg,87071,old image larger (87071 vs 77339 bytes),
DEACTIVATE,10757,DE - Alpha Phi Alpha,de-alpha-phi-alpha-v1,de-alpha-phi-alpha.png,77339,old image larger (87071 vs 77339 bytes),
REVIEW,2088,DE-Animal Welfare,de-animal-welfare,de-animal-welfare.png,141416,2 variants found — manual review needed,
REVIEW,10818,DE - Animal Welfare v1,de-animal-welfare-v1,de-animal-welfare-v1.png,141416,2 variants found — manual review needed,
REVIEW,10819,DE - Animal Welfare v2,de-animal-welfare-v2,de-animal-welfare-v2.png,292667,2 variants found — manual review needed,
KEEP,10821,DE - Caesar Rodney Centennial,de-caesar-rodney-centennial-v1,de-caesar-rodney-centennial.png,55237,new image larger (55237 vs 33922 bytes),de-caesar-rodney-centennial
DEACTIVATE,2100,DE-Caesar Rodney Centennial,de-caesar-rodney-centennial,de-caesar-rodney-centennial.jpg,33922,new image larger (55237 vs 33922 bytes),
KEEP,10785,DE - Cape Henlopen High School,de-cape-henlopen-high-school-v1,de-cape-henlopen-high-school.png,63073,new image larger (63073 vs 42238 bytes),de-cape-henlopen-high-school
DEACTIVATE,2102,DE-Cape Henlopen High School,de-cape-henlopen-high-school,de-cape-henlopen-high-school.jpg,42238,new image larger (63073 vs 42238 bytes),
KEEP,10786,DE - Caravel Academy,de-caravel-academy-v1,de-caravel-academy.png,78629,new image larger (78629 vs 26738 bytes),de-caravel-academy
DEACTIVATE,2103,DE-Caravel Academy,de-caravel-academy,de-caravel-academy.jpg,26738,new image larger (78629 vs 26738 bytes),
KEEP,2107,DE-Conquer Childhood Cancer,de-conquer-childhood-cancer,de-conquer-childhood-cancer.jpg,88188,old image larger (88188 vs 61982 bytes),
DEACTIVATE,10823,DE - Conquer Childhood Cancer,de-conquer-childhood-cancer-v1,de-conquer-childhood-cancer.png,61982,old image larger (88188 vs 61982 bytes),
KEEP,10824,DE - Credit Union,de-credit-union-v1,de-credit-union.png,68084,new image larger (68084 vs 26208 bytes),de-credit-union
DEACTIVATE,2110,DE-Credit Union,de-credit-union,de-credit-union.jpg,26208,new image larger (68084 vs 26208 bytes),
KEEP,10787,DE - Delaware State University,de-delaware-state-university-v1,de-delaware-state-university.png,76820,new image larger (76820 vs 28884 bytes),de-delaware-state-university
DEACTIVATE,2119,DE-Delaware State University,de-delaware-state-university,de-delaware-state-university.jpg,28884,new image larger (76820 vs 28884 bytes),
KEEP,10788,DE - Delaware Technical University,de-delaware-technical-university-v1,de-delaware-technical-university.png,1032867,new image larger (1032867 vs 96812 bytes),de-delaware-technical-university
DEACTIVATE,2120,DE-Delaware Technical University,de-delaware-technical-university,de-delaware-technical-university.jpg,96812,new image larger (1032867 vs 96812 bytes),
KEEP,10758,DE - Delta Sigma Theta,de-delta-sigma-theta-v1,de-delta-sigma-theta.png,76775,new image larger (76775 vs 27356 bytes),de-delta-sigma-theta
DEACTIVATE,2124,DE-Delta Sigma Theta,de-delta-sigma-theta,de-delta-sigma-theta.jpg,27356,new image larger (76775 vs 27356 bytes),
KEEP,2125,DE-Delta Waterfowl,de-delta-waterfowl,de-delta-waterfowl.jpg,102143,old image larger (102143 vs 67551 bytes),
DEACTIVATE,10770,DE - Delta Waterfowl,de-delta-waterfowl-v1,de-delta-waterfowl.png,67551,old image larger (102143 vs 67551 bytes),
REVIEW,2126,DE-Disabled American Veterans,de-disabled-american-veterans,de-disabled-american-veterans.jpg,29799,2 variants found — manual review needed,
REVIEW,10863,DE - Disabled American Veterans v1,de-disabled-american-veterans-v1,de-disabled-american-veterans-v1.jpg,29799,2 variants found — manual review needed,
REVIEW,10864,DE - Disabled American Veterans v2,de-disabled-american-veterans-v2,de-disabled-american-veterans-v2.jpg,118000,2 variants found — manual review needed,
KEEP,2130,DE-Dover High School,de-dover-high-school,de-dover-high-school.jpg,92525,old image larger (92525 vs 56586 bytes),
DEACTIVATE,10790,DE - Dover High School,de-dover-high-school-v1,de-dover-high-school.png,56586,old image larger (92525 vs 56586 bytes),
REVIEW,2131,DE-Ducks Unlimited,de-ducks-unlimited,de-ducks-unlimited.jpg,23487,2 variants found — manual review needed,
REVIEW,10771,DE - Ducks Unlimited v1,de-ducks-unlimited-v1,de-ducks-unlimited-v1.png,64464,2 variants found — manual review needed,
REVIEW,10772,DE - Ducks Unlimited v2,de-ducks-unlimited-v2,de-ducks-unlimited-v2.jpg,422728,2 variants found — manual review needed,
KEEP,10774,DE - Farm Bureau,de-farm-bureau-v1,de-farm-bureau.png,102086,new image larger (102086 vs 27398 bytes),de-farm-bureau
DEACTIVATE,2137,DE-Farm Bureau,de-farm-bureau,de-farm-bureau.jpg,27398,new image larger (102086 vs 27398 bytes),
KEEP,10775,DE - Farm Preservation,de-farm-preservation-v1,de-farm-preservation.png,121567,new image larger (121567 vs 26604 bytes),de-farm-preservation
DEACTIVATE,2138,DE-Farm Preservation,de-farm-preservation,de-farm-preservation.jpg,26604,new image larger (121567 vs 26604 bytes),
KEEP,10791,DE - Felton High School,de-felton-high-school-v1,de-felton-high-school.png,117144,new image larger (117144 vs 29672 bytes),de-felton-high-school
DEACTIVATE,2139,DE-Felton High School,de-felton-high-school,de-felton-high-school.jpg,29672,new image larger (117144 vs 29672 bytes),
KEEP,10760,DE - Fraternal Order Of Police,de-fraternal-order-of-police-v1,de-fraternal-order-of-police.png,70803,new image larger (70803 vs 29480 bytes),de-fraternal-order-of-police
DEACTIVATE,2141,DE-Fraternal Order of Police,de-fraternal-order-of-police,de-fraternal-order-of-police.jpg,29480,new image larger (70803 vs 29480 bytes),
KEEP,10761,DE - Groove Phi Groove,de-groove-phi-groove-v1,de-groove-phi-groove.png,83132,new image larger (83132 vs 27791 bytes),de-groove-phi-groove
DEACTIVATE,2144,DE-Groove Phi Groove,de-groove-phi-groove,de-groove-phi-groove.jpg,27791,new image larger (83132 vs 27791 bytes),
KEEP,10793,DE - Harrington High School,de-harrington-high-school-v1,de-harrington-high-school.png,82274,new image larger (82274 vs 30292 bytes),de-harrington-high-school
DEACTIVATE,2145,DE-Harrington High School,de-harrington-high-school,de-harrington-high-school.jpg,30292,new image larger (82274 vs 30292 bytes),
KEEP,10867,DE - Honorably Discharged Military Veteran,de-honorably-discharged-military-veteran-v1,de-honorably-discharged-military-veteran.jpg,123501,new image larger (123501 vs 98256 bytes),de-honorably-discharged-military-veteran
DEACTIVATE,2146,DE-Honorably Discharged Military Veteran,de-honorably-discharged-military-veteran,de-honorably-discharged-military-veteran.png,98256,new image larger (123501 vs 98256 bytes),
KEEP,10868,DE - Honoring Veterans,de-honoring-veterans-v1,de-honoring-veterans.jpg,104608,new image larger (104608 vs 97615 bytes),de-honoring-veterans
DEACTIVATE,2147,DE-Honoring Veterans,de-honoring-veterans,de-honoring-veterans.png,97615,new image larger (104608 vs 97615 bytes),
KEEP,10776,DE - Horseshoe Crab,de-horseshoe-crab-v1,de-horseshoe-crab.jpg,160163,new image larger (160163 vs 147363 bytes),de-horseshoe-crab
